dataset,trial_id,mat_path,mat_exists,has_raw_frames,has_xsub,has_d_br,has_d_ppg,has_d_ekg,n_frames,rawframes_shape,d_br_shape,label_scope,read_error
SCAMPS,P000628,dataset/SCAMPS/scamps_videos/P000628.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000629,dataset/SCAMPS/scamps_videos/P000629.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000630,dataset/SCAMPS/scamps_videos/P000630.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000631,dataset/SCAMPS/scamps_videos/P000631.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000632,dataset/SCAMPS/scamps_videos/P000632.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000633,dataset/SCAMPS/scamps_videos/P000633.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000634,dataset/SCAMPS/scamps_videos/P000634.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000635,dataset/SCAMPS/scamps_videos/P000635.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000636,dataset/SCAMPS/scamps_videos/P000636.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000637,dataset/SCAMPS/scamps_videos/P000637.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000638,dataset/SCAMPS/scamps_videos/P000638.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000639,dataset/SCAMPS/scamps_videos/P000639.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000640,dataset/SCAMPS/scamps_videos/P000640.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000641,dataset/SCAMPS/scamps_videos/P000641.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000642,dataset/SCAMPS/scamps_videos/P000642.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000643,dataset/SCAMPS/scamps_videos/P000643.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000644,dataset/SCAMPS/scamps_videos/P000644.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000645,dataset/SCAMPS/scamps_videos/P000645.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000646,dataset/SCAMPS/scamps_videos/P000646.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000647,dataset/SCAMPS/scamps_videos/P000647.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000648,dataset/SCAMPS/scamps_videos/P000648.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000649,dataset/SCAMPS/scamps_videos/P000649.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000650,dataset/SCAMPS/scamps_videos/P000650.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000651,dataset/SCAMPS/scamps_videos/P000651.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000652,dataset/SCAMPS/scamps_videos/P000652.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000653,dataset/SCAMPS/scamps_videos/P000653.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000654,dataset/SCAMPS/scamps_videos/P000654.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000655,dataset/SCAMPS/scamps_videos/P000655.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000656,dataset/SCAMPS/scamps_videos/P000656.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000657,dataset/SCAMPS/scamps_videos/P000657.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000658,dataset/SCAMPS/scamps_videos/P000658.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000659,dataset/SCAMPS/scamps_videos/P000659.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000660,dataset/SCAMPS/scamps_videos/P000660.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000661,dataset/SCAMPS/scamps_videos/P000661.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000662,dataset/SCAMPS/scamps_videos/P000662.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000663,dataset/SCAMPS/scamps_videos/P000663.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000664,dataset/SCAMPS/scamps_videos/P000664.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000665,dataset/SCAMPS/scamps_videos/P000665.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000666,dataset/SCAMPS/scamps_videos/P000666.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000667,dataset/SCAMPS/scamps_videos/P000667.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000668,dataset/SCAMPS/scamps_videos/P000668.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000669,dataset/SCAMPS/scamps_videos/P000669.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000670,dataset/SCAMPS/scamps_videos/P000670.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000671,dataset/SCAMPS/scamps_videos/P000671.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000672,dataset/SCAMPS/scamps_videos/P000672.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000673,dataset/SCAMPS/scamps_videos/P000673.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000674,dataset/SCAMPS/scamps_videos/P000674.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000675,dataset/SCAMPS/scamps_videos/P000675.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000676,dataset/SCAMPS/scamps_videos/P000676.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000677,dataset/SCAMPS/scamps_videos/P000677.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000678,dataset/SCAMPS/scamps_videos/P000678.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000679,dataset/SCAMPS/scamps_videos/P000679.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000680,dataset/SCAMPS/scamps_videos/P000680.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000681,dataset/SCAMPS/scamps_videos/P000681.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000682,dataset/SCAMPS/scamps_videos/P000682.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000683,dataset/SCAMPS/scamps_videos/P000683.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000684,dataset/SCAMPS/scamps_videos/P000684.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000685,dataset/SCAMPS/scamps_videos/P000685.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000686,dataset/SCAMPS/scamps_videos/P000686.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000687,dataset/SCAMPS/scamps_videos/P000687.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000688,dataset/SCAMPS/scamps_videos/P000688.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000689,dataset/SCAMPS/scamps_videos/P000689.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000690,dataset/SCAMPS/scamps_videos/P000690.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000691,dataset/SCAMPS/scamps_videos/P000691.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000692,dataset/SCAMPS/scamps_videos/P000692.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000693,dataset/SCAMPS/scamps_videos/P000693.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000694,dataset/SCAMPS/scamps_videos/P000694.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000695,dataset/SCAMPS/scamps_videos/P000695.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000696,dataset/SCAMPS/scamps_videos/P000696.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000697,dataset/SCAMPS/scamps_videos/P000697.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000698,dataset/SCAMPS/scamps_videos/P000698.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000699,dataset/SCAMPS/scamps_videos/P000699.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000700,dataset/SCAMPS/scamps_videos/P000700.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000701,dataset/SCAMPS/scamps_videos/P000701.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000702,dataset/SCAMPS/scamps_videos/P000702.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000703,dataset/SCAMPS/scamps_videos/P000703.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000704,dataset/SCAMPS/scamps_videos/P000704.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000705,dataset/SCAMPS/scamps_videos/P000705.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000706,dataset/SCAMPS/scamps_videos/P000706.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000707,dataset/SCAMPS/scamps_videos/P000707.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000708,dataset/SCAMPS/scamps_videos/P000708.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000709,dataset/SCAMPS/scamps_videos/P000709.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000710,dataset/SCAMPS/scamps_videos/P000710.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000711,dataset/SCAMPS/scamps_videos/P000711.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000712,dataset/SCAMPS/scamps_videos/P000712.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000713,dataset/SCAMPS/scamps_videos/P000713.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000714,dataset/SCAMPS/scamps_videos/P000714.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000715,dataset/SCAMPS/scamps_videos/P000715.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000716,dataset/SCAMPS/scamps_videos/P000716.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000717,dataset/SCAMPS/scamps_videos/P000717.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000718,dataset/SCAMPS/scamps_videos/P000718.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000719,dataset/SCAMPS/scamps_videos/P000719.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000720,dataset/SCAMPS/scamps_videos/P000720.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000721,dataset/SCAMPS/scamps_videos/P000721.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000722,dataset/SCAMPS/scamps_videos/P000722.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000723,dataset/SCAMPS/scamps_videos/P000723.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000724,dataset/SCAMPS/scamps_videos/P000724.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000725,dataset/SCAMPS/scamps_videos/P000725.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000726,dataset/SCAMPS/scamps_videos/P000726.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000727,dataset/SCAMPS/scamps_videos/P000727.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000728,dataset/SCAMPS/scamps_videos/P000728.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000729,dataset/SCAMPS/scamps_videos/P000729.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000730,dataset/SCAMPS/scamps_videos/P000730.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000731,dataset/SCAMPS/scamps_videos/P000731.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000732,dataset/SCAMPS/scamps_videos/P000732.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000733,dataset/SCAMPS/scamps_videos/P000733.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000734,dataset/SCAMPS/scamps_videos/P000734.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000735,dataset/SCAMPS/scamps_videos/P000735.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000736,dataset/SCAMPS/scamps_videos/P000736.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000737,dataset/SCAMPS/scamps_videos/P000737.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000738,dataset/SCAMPS/scamps_videos/P000738.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000739,dataset/SCAMPS/scamps_videos/P000739.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000740,dataset/SCAMPS/scamps_videos/P000740.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000741,dataset/SCAMPS/scamps_videos/P000741.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000742,dataset/SCAMPS/scamps_videos/P000742.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000743,dataset/SCAMPS/scamps_videos/P000743.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000744,dataset/SCAMPS/scamps_videos/P000744.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000745,dataset/SCAMPS/scamps_videos/P000745.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000746,dataset/SCAMPS/scamps_videos/P000746.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000747,dataset/SCAMPS/scamps_videos/P000747.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000748,dataset/SCAMPS/scamps_videos/P000748.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000749,dataset/SCAMPS/scamps_videos/P000749.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000750,dataset/SCAMPS/scamps_videos/P000750.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000751,dataset/SCAMPS/scamps_videos/P000751.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000752,dataset/SCAMPS/scamps_videos/P000752.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000753,dataset/SCAMPS/scamps_videos/P000753.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000754,dataset/SCAMPS/scamps_videos/P000754.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000755,dataset/SCAMPS/scamps_videos/P000755.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000756,dataset/SCAMPS/scamps_videos/P000756.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000757,dataset/SCAMPS/scamps_videos/P000757.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000758,dataset/SCAMPS/scamps_videos/P000758.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000759,dataset/SCAMPS/scamps_videos/P000759.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000760,dataset/SCAMPS/scamps_videos/P000760.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000761,dataset/SCAMPS/scamps_videos/P000761.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000762,dataset/SCAMPS/scamps_videos/P000762.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000763,dataset/SCAMPS/scamps_videos/P000763.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000764,dataset/SCAMPS/scamps_videos/P000764.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000765,dataset/SCAMPS/scamps_videos/P000765.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000766,dataset/SCAMPS/scamps_videos/P000766.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000767,dataset/SCAMPS/scamps_videos/P000767.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000768,dataset/SCAMPS/scamps_videos/P000768.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000769,dataset/SCAMPS/scamps_videos/P000769.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000770,dataset/SCAMPS/scamps_videos/P000770.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000771,dataset/SCAMPS/scamps_videos/P000771.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000772,dataset/SCAMPS/scamps_videos/P000772.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000773,dataset/SCAMPS/scamps_videos/P000773.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000774,dataset/SCAMPS/scamps_videos/P000774.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000775,dataset/SCAMPS/scamps_videos/P000775.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000776,dataset/SCAMPS/scamps_videos/P000776.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000777,dataset/SCAMPS/scamps_videos/P000777.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000778,dataset/SCAMPS/scamps_videos/P000778.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000779,dataset/SCAMPS/scamps_videos/P000779.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000780,dataset/SCAMPS/scamps_videos/P000780.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000781,dataset/SCAMPS/scamps_videos/P000781.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000782,dataset/SCAMPS/scamps_videos/P000782.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000783,dataset/SCAMPS/scamps_videos/P000783.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000784,dataset/SCAMPS/scamps_videos/P000784.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000785,dataset/SCAMPS/scamps_videos/P000785.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000786,dataset/SCAMPS/scamps_videos/P000786.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000787,dataset/SCAMPS/scamps_videos/P000787.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000788,dataset/SCAMPS/scamps_videos/P000788.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000789,dataset/SCAMPS/scamps_videos/P000789.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000790,dataset/SCAMPS/scamps_videos/P000790.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000791,dataset/SCAMPS/scamps_videos/P000791.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000792,dataset/SCAMPS/scamps_videos/P000792.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000793,dataset/SCAMPS/scamps_videos/P000793.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000794,dataset/SCAMPS/scamps_videos/P000794.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000795,dataset/SCAMPS/scamps_videos/P000795.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000796,dataset/SCAMPS/scamps_videos/P000796.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000797,dataset/SCAMPS/scamps_videos/P000797.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000798,dataset/SCAMPS/scamps_videos/P000798.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000799,dataset/SCAMPS/scamps_videos/P000799.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000800,dataset/SCAMPS/scamps_videos/P000800.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000801,dataset/SCAMPS/scamps_videos/P000801.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000802,dataset/SCAMPS/scamps_videos/P000802.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000803,dataset/SCAMPS/scamps_videos/P000803.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000804,dataset/SCAMPS/scamps_videos/P000804.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000805,dataset/SCAMPS/scamps_videos/P000805.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000806,dataset/SCAMPS/scamps_videos/P000806.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000807,dataset/SCAMPS/scamps_videos/P000807.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000808,dataset/SCAMPS/scamps_videos/P000808.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000809,dataset/SCAMPS/scamps_videos/P000809.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000810,dataset/SCAMPS/scamps_videos/P000810.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000811,dataset/SCAMPS/scamps_videos/P000811.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000812,dataset/SCAMPS/scamps_videos/P000812.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
